date,item_name,category,quantity_sold,unit_price,stock_left
2027-06-21,Ring,Gold Jewelry,13,3252742.0,95
2027-06-22,Gold Bar,Gold Jewelry,3,3373630.0,8
2027-06-23,Earring,Gold Jewelry,5,,7
2027-06-24,Gold Bar,Gold Jewelry,14,3612294.0,94
2027-06-25,Bangle,Gold Jewelry,7,3854152.0,84
2027-06-26,Brooch,Gold Jewelry,7,2977480.0,82
2027-06-27,Earring,Gold Jewelry,4,4798188.0,3
2027-06-28,Necklace,Gold Jewelry,14,2490413.0,47
2027-06-29,Necklace,Gold Jewelry,0,5403132.0,47
2027-06-30,Ring,Gold Jewelry,3,4150994.0,92
2027-07-01,Bangle,Gold Jewelry,11,5127880.0,73
2027-07-02,Pendant,Gold Jewelry,13,3020430.0,98
2027-07-03,Bangle,Gold Jewelry,10,4590120.0,63
2027-07-04,Brooch,Gold Jewelry,12,3405202.0,70
2027-07-05,Gold Bar,Gold Jewelry,8,3123515.0,86
2027-07-06,Necklace,Gold Jewelry,7,3929867.0,40
2027-07-07,Gold Bar,Gold Jewelry,9,3373980.0,77
2027-07-08,Gold Bar,Gold Jewelry,11,2501056.0,66
2027-07-09,Gold Bar,Gold Jewelry,9,4608483.0,57
2027-07-10,Necklace,Gold Jewelry,0,5402775.0,40
2027-07-11,Charm,Gold Jewelry,14,3234452.0,74
2027-07-12,Bracelet,Gold Jewelry,1,3369380.0,57
2027-07-13,Brooch,Gold Jewelry,8,2887988.0,62
2027-07-14,Charm,Gold Jewelry,7,3094405.0,67
2027-07-15,Brooch,Gold Jewelry,13,4836467.0,49
2027-07-16,Earring,Gold Jewelry,2,3800768.0,1
2027-07-17,Bangle,Gold Jewelry,7,4324471.0,56
2027-07-18,Bangle,Gold Jewelry,11,5129394.0,45
2027-07-19,Anklet,Gold Jewelry,0,3978601.0,82
2027-07-20,Bangle,Gold Jewelry,9,4795344.0,36
2027-07-21,Necklace,Gold Jewelry,3,3871650.0,37
2027-07-22,Pendant,Gold Jewelry,2,2991005.0,96
2027-07-23,Ring,Gold Jewelry,0,3695958.0,92
2027-07-24,Anklet,Gold Jewelry,6,4536441.0,76
2027-07-25,Ring,Gold Jewelry,3,3634772.0,89
2027-07-26,Brooch,Gold Jewelry,6,4570146.0,43
2027-07-27,Ring,Gold Jewelry,8,5356318.0,81
2027-07-28,Ring,Gold Jewelry,10,4635452.0,71
2027-07-29,Anklet,Gold Jewelry,1,4872745.0,75
2027-07-30,Earring,Gold Jewelry,10,3031693.0,91
2027-07-31,Gold Bar,Gold Jewelry,2,3816092.0,55
2027-08-01,Bangle,Gold Jewelry,4,4218378.0,32
2027-08-02,Bangle,Gold Jewelry,2,5085131.0,30
2027-08-03,Necklace,Gold Jewelry,10,3965551.0,27
2027-08-04,Anklet,Gold Jewelry,7,4909331.0,68
2027-08-05,Necklace,Gold Jewelry,11,4179517.0,16
2027-08-06,Pendant,Gold Jewelry,0,2828554.0,96
2027-08-07,Pendant,Gold Jewelry,7,3729715.0,89
2027-08-08,Necklace,Gold Jewelry,7,3641170.0,9
2027-08-09,Anklet,Gold Jewelry,11,3155667.0,57
2027-08-10,Necklace,Gold Jewelry,11,5324383.0,98
2027-08-11,Bangle,Gold Jewelry,8,3601424.0,22
2027-08-12,Charm,Gold Jewelry,3,3693093.0,64
2027-08-13,Bracelet,Gold Jewelry,4,4491017.0,53
2027-08-14,Ring,Gold Jewelry,4,5367560.0,67
2027-08-15,Bracelet,Gold Jewelry,7,2922972.0,46
2027-08-16,Anklet,Gold Jewelry,6,2921399.0,51
2027-08-17,Bracelet,Gold Jewelry,0,2960215.0,46
2027-08-18,Pendant,Gold Jewelry,14,3180136.0,75
2027-08-19,Brooch,Gold Jewelry,14,4479482.0,29
2027-08-20,Ring,Gold Jewelry,13,2900662.0,54
2027-08-21,Gold Bar,Gold Jewelry,7,4133562.0,48
2027-08-22,Anklet,Gold Jewelry,1,5348702.0,50
2027-08-23,Ring,Gold Jewelry,9,4470415.0,45
2027-08-24,Bracelet,Gold Jewelry,11,2527595.0,35
2027-08-25,Pendant,Gold Jewelry,3,4004722.0,72
2027-08-26,Earring,Gold Jewelry,5,4972770.0,86
2027-08-27,Charm,Gold Jewelry,11,4346205.0,53
2027-08-28,Gold Bar,Gold Jewelry,1,4447127.0,47
2027-08-29,Charm,Gold Jewelry,6,4079874.0,47
2027-08-30,Ring,Gold Jewelry,2,3951415.0,43
2027-08-31,Pendant,Gold Jewelry,12,2836067.0,60
2027-09-01,Pendant,Gold Jewelry,2,4193326.0,58
2027-09-02,Bracelet,Gold Jewelry,10,4546385.0,25
2027-09-03,Bangle,Gold Jewelry,1,3928746.0,21
2027-09-04,Bracelet,Gold Jewelry,10,4968223.0,15
2027-09-05,Bangle,Gold Jewelry,7,4855822.0,14
2027-09-06,Bangle,Gold Jewelry,5,3864645.0,9
2027-09-07,Gold Bar,Gold Jewelry,0,3833885.0,47
2027-09-08,Bracelet,Gold Jewelry,11,4858573.0,4
2027-09-09,Earring,Gold Jewelry,0,4760963.0,86
2027-09-10,Necklace,Gold Jewelry,6,5029032.0,92
2027-09-11,Necklace,Gold Jewelry,7,3325940.0,85
2027-09-12,Bracelet,Gold Jewelry,4,4341691.0,100
2027-09-13,Bracelet,Gold Jewelry,11,3148530.0,89
2027-09-14,Charm,Gold Jewelry,10,5263401.0,37
2027-09-15,Gold Bar,Gold Jewelry,4,3990904.0,43
2027-09-16,Bracelet,Gold Jewelry,3,3193895.0,86
2027-09-17,Charm,Gold Jewelry,13,4932338.0,24
2027-09-18,Bangle,Gold Jewelry,5,2740144.0,4
2027-09-19,Pendant,Gold Jewelry,13,3739860.0,45
2027-09-20,Pendant,Gold Jewelry,5,3272505.0,40
2027-09-21,Bangle,Gold Jewelry,2,4924771.0,2
2027-09-22,Anklet,Gold Jewelry,8,5046565.0,42
2027-09-23,Charm,Gold Jewelry,11,3647234.0,13
2027-09-24,Charm,Gold Jewelry,10,4344585.0,3
2027-09-25,Bangle,Gold Jewelry,13,5459383.0,89
2027-09-26,Earring,Gold Jewelry,6,5402760.0,80
2027-09-27,Brooch,Gold Jewelry,0,3612048.0,29
2027-09-28,Ring,Gold Jewelry,14,3406450.0,29
2027-09-29,Bangle,Gold Jewelry,12,4032083.0,77
2027-09-30,Bracelet,Gold Jewelry,6,3983795.0,80
2027-10-01,Bracelet,Gold Jewelry,8,2783640.0,72
2027-10-02,Gold Bar,Gold Jewelry,8,4110795.0,35
2027-10-03,Bangle,Gold Jewelry,26,5248108.0,51
2027-10-04,Gold Bar,Gold Jewelry,24,3718358.0,11
2027-10-05,Bangle,Gold Jewelry,2,3062481.0,49
2027-10-06,Charm,Gold Jewelry,6,4547321.0,97
2027-10-07,Ring,Gold Jewelry,22,2613444.0,7
2027-10-08,Charm,Gold Jewelry,10,4302519.0,87
2027-10-09,Brooch,Gold Jewelry,18,4548254.0,11
2027-10-10,Pendant,Gold Jewelry,28,4850724.0,12
2027-10-11,Necklace,Gold Jewelry,20,4465191.0,65
2027-10-12,Bangle,Gold Jewelry,12,2704097.0,37
2027-10-13,Brooch,Gold Jewelry,20,5435600.0,91
2027-10-14,Pendant,Gold Jewelry,8,5217236.0,4
2027-10-15,Anklet,Gold Jewelry,0,4893865.0,42
2027-10-16,Ring,Gold Jewelry,4,4462341.0,3
2027-10-17,Gold Bar,Gold Jewelry,0,3483237.0,11
2027-10-18,Gold Bar,Gold Jewelry,6,3643387.0,5
2027-10-19,Charm,Gold Jewelry,16,3749197.0,71
2027-10-20,Bracelet,Gold Jewelry,6,4988324.0,66
2027-10-21,Pendant,Gold Jewelry,2,4379329.0,2
2027-10-22,Anklet,Gold Jewelry,18,4529807.0,24
2027-10-23,Brooch,Gold Jewelry,26,2966651.0,65
2027-10-24,Ring,Gold Jewelry,26,5151439.0,77
2027-10-25,Pendant,Gold Jewelry,8,4017814.0,94
2027-10-26,Anklet,Gold Jewelry,4,3758199.0,20
2027-10-27,Necklace,Gold Jewelry,24,3210032.0,41
2027-10-28,Bangle,Gold Jewelry,22,2810866.0,15
2027-10-29,Gold Bar,Gold Jewelry,24,3312557.0,81
2027-10-30,Brooch,Gold Jewelry,16,2714237.0,49
2027-10-31,Gold Bar,Gold Jewelry,6,4559089.0,75
2027-11-01,Brooch,Gold Jewelry,10,5145299.0,39
2027-11-02,Charm,Gold Jewelry,2,3478311.0,69
2027-11-03,Bracelet,Gold Jewelry,10,5250426.0,56
2027-11-04,Brooch,Gold Jewelry,4,4324018.0,35
2027-11-05,Gold Bar,Gold Jewelry,22,3851559.0,53
2027-11-06,Charm,Gold Jewelry,22,5456037.0,47
2027-11-07,Brooch,Gold Jewelry,16,4666674.0,19
2027-11-08,Necklace,Gold Jewelry,20,4847885.0,21
2027-11-09,Bracelet,Gold Jewelry,2,5016254.0,54
2027-11-10,Brooch,Gold Jewelry,28,3943469.0,91
2027-11-11,Charm,Gold Jewelry,22,4626637.0,25
2027-11-12,Pendant,Gold Jewelry,22,3995747.0,72
2027-11-13,Earring,Gold Jewelry,16,4338920.0,64
2027-11-14,Anklet,Gold Jewelry,8,4506347.0,12
2027-11-15,Earring,Gold Jewelry,14,4733853.0,50
2027-11-16,Earring,Gold Jewelry,2,2731852.0,48
2027-11-17,Ring,Gold Jewelry,10,4200502.0,67
2027-11-18,Necklace,Gold Jewelry,4,2710014.0,17
2027-11-19,Pendant,Gold Jewelry,0,5068245.0,72
2027-11-20,Bangle,Gold Jewelry,22,3325158.0,93
2027-11-21,Brooch,Gold Jewelry,26,5241845.0,65
2027-11-22,Anklet,Gold Jewelry,18,4385096.0,94
2027-11-23,Bracelet,Gold Jewelry,8,3786624.0,46
2027-11-24,Pendant,Gold Jewelry,22,4264145.0,50
2027-11-25,Gold Bar,Gold Jewelry,14,4663171.0,39
2027-11-26,Bangle,Gold Jewelry,18,3491952.0,75
2027-11-27,Ring,Gold Jewelry,26,3840073.0,41
2027-11-28,Ring,Gold Jewelry,0,3119921.0,41
2027-11-29,Pendant,Gold Jewelry,8,4301394.0,42
2027-11-30,Charm,Gold Jewelry,4,5008399.0,21
2027-12-01,Earring,Gold Jewelry,6,4787750.0,42
2027-12-02,Gold Bar,Gold Jewelry,2,5282525.0,37
2027-12-03,Ring,Gold Jewelry,16,4351036.0,25
2027-12-04,Anklet,Gold Jewelry,4,4623434.0,90
2027-12-05,Ring,Gold Jewelry,28,4075326.0,97
2027-12-06,Bracelet,Gold Jewelry,2,5461479.0,44
2027-12-07,Brooch,Gold Jewelry,18,5049399.0,47
2027-12-08,Ring,Gold Jewelry,20,3004258.0,77
2027-12-09,Bracelet,Gold Jewelry,16,3491205.0,28
2027-12-10,Pendant,Gold Jewelry,12,5008395.0,30
2027-12-11,Pendant,Gold Jewelry,10,4660091.0,20
2027-12-12,Bangle,Gold Jewelry,0,3504149.0,75
2027-12-13,Ring,Gold Jewelry,8,3324635.0,69
2027-12-14,Anklet,Gold Jewelry,22,3472548.0,68
2027-12-15,Ring,Gold Jewelry,20,4403071.0,49
2027-12-16,Anklet,Gold Jewelry,26,3067536.0,42
2027-12-17,Necklace,Gold Jewelry,28,3967989.0,89
2027-12-18,Bangle,Gold Jewelry,20,4573209.0,55
2027-12-19,Necklace,Gold Jewelry,4,3408196.0,85
2027-12-20,Ring,Gold Jewelry,0,3742032.0,49
2027-12-21,Bangle,Gold Jewelry,6,3541074.0,49
2027-12-22,Necklace,Gold Jewelry,24,3006962.0,61
2027-12-23,Earring,Gold Jewelry,2,5534620.0,40
2027-12-24,Ring,Gold Jewelry,2,3218119.0,47
2027-12-25,Necklace,Gold Jewelry,4,4988975.0,57
2027-12-26,Earring,Gold Jewelry,14,3721292.0,26
2027-12-27,Earring,Gold Jewelry,14,4513183.0,12
2027-12-28,Pendant,Gold Jewelry,22,4361750.0,98
2027-12-29,Ring,Gold Jewelry,28,4818759.0,19
2027-12-30,Earring,Gold Jewelry,12,2955819.0,100
2027-12-31,Pendant,Gold Jewelry,10,4996308.0,88
2028-01-01,Necklace,Gold Jewelry,8,2822035.0,49
2028-01-02,Bracelet,Gold Jewelry,3,3494405.0,25
2028-01-03,Ring,Gold Jewelry,11,5028517.0,8
2028-01-04,Bangle,Gold Jewelry,0,3170825.0,49
2028-01-05,Anklet,Gold Jewelry,7,3466972.0,35
2028-01-06,Anklet,Gold Jewelry,6,4828581.0,29
2028-01-07,Necklace,Gold Jewelry,6,4555017.0,43
2028-01-08,Charm,Gold Jewelry,14,3372935.0,7
2028-01-09,Charm,Gold Jewelry,2,4613862.0,5
2028-01-10,Necklace,Gold Jewelry,3,,40
2028-01-11,Earring,Gold Jewelry,0,3141074.0,100
2028-01-12,Ring,Gold Jewelry,8,4987138.0,100
2028-01-13,Anklet,Gold Jewelry,0,2658427.0,29
2028-01-14,Anklet,Gold Jewelry,5,4403916.0,24
2028-01-15,Earring,Gold Jewelry,14,,86
2028-01-16,Anklet,Gold Jewelry,14,4951524.0,10
2028-01-17,Bangle,Gold Jewelry,4,2578886.0,45
2028-01-18,Ring,Gold Jewelry,0,3782402.0,100
2028-01-19,Brooch,Gold Jewelry,8,3895522.0,39
2028-01-20,Anklet,Gold Jewelry,0,3928535.0,10
2028-01-21,Necklace,Gold Jewelry,4,2809656.0,36
2028-01-22,Bangle,Gold Jewelry,13,3407776.0,32
2028-01-23,Anklet,Gold Jewelry,3,3511622.0,7
2028-01-24,Bangle,Gold Jewelry,13,3028450.0,19
2028-01-25,Pendant,Gold Jewelry,3,2882758.0,85
2028-01-26,Brooch,Gold Jewelry,11,4905876.0,28
2028-01-27,Gold Bar,Gold Jewelry,0,4858854.0,37
2028-01-28,Necklace,Gold Jewelry,6,2675589.0,30
2028-01-29,Necklace,Gold Jewelry,8,3755482.0,22
2028-01-30,Ring,Gold Jewelry,2,3181003.0,98
2028-01-31,Bangle,Gold Jewelry,11,2756339.0,8
2028-02-01,Earring,Gold Jewelry,12,5453228.0,74
2028-02-02,Necklace,Gold Jewelry,14,5023950.0,8
2028-02-03,Bangle,Gold Jewelry,1,3070453.0,7
2028-02-04,Bangle,Gold Jewelry,2,4919090.0,5
2028-02-05,Bracelet,Gold Jewelry,0,5492053.0,25
2028-02-06,Bracelet,Gold Jewelry,5,5089555.0,20
2028-02-07,Gold Bar,Gold Jewelry,10,5556193.0,27
2028-02-08,Pendant,Gold Jewelry,10,3012372.0,75
2028-02-09,Gold Bar,Gold Jewelry,6,5074743.0,21
2028-02-10,Anklet,Gold Jewelry,10,4123311.0,97
2028-02-11,Earring,Gold Jewelry,10,3450894.0,64
2028-02-12,Anklet,Gold Jewelry,1,4224542.0,96
2028-02-13,Charm,Gold Jewelry,7,4559073.0,98
2028-02-14,Anklet,Gold Jewelry,13,5106155.0,83
2028-02-15,Ring,Gold Jewelry,5,3323492.0,93
2028-02-16,Anklet,Gold Jewelry,13,,70
2028-02-17,Gold Bar,Gold Jewelry,3,4481332.0,18
2028-02-18,Necklace,Gold Jewelry,0,5264136.0,8
2028-02-19,Necklace,Gold Jewelry,7,5070578.0,1
2028-02-20,Bracelet,Gold Jewelry,13,4050581.0,7
2028-02-21,Earring,Gold Jewelry,2,4143889.0,62
2028-02-22,Earring,Gold Jewelry,2,4972646.0,60
2028-02-23,Ring,Gold Jewelry,13,4119491.0,80
2028-02-24,Gold Bar,Gold Jewelry,14,3212499.0,4
2028-02-25,Bracelet,Gold Jewelry,13,3314538.0,94
2028-02-26,Charm,Gold Jewelry,10,3635170.0,88
2028-02-27,Earring,Gold Jewelry,3,4498967.0,57
2028-02-28,Necklace,Gold Jewelry,0,3527422.0,1
2028-02-29,Anklet,Gold Jewelry,0,4417749.0,70
2028-03-01,Anklet,Gold Jewelry,7,4261949.0,63
2028-03-02,Bracelet,Gold Jewelry,7,3043590.0,87
2028-03-03,Gold Bar,Gold Jewelry,13,4137567.0,91
2028-03-04,Gold Bar,Gold Jewelry,9,4012284.0,82
2028-03-05,Pendant,Gold Jewelry,5,3696874.0,70
2028-03-06,Brooch,Gold Jewelry,6,5579610.0,22
2028-03-07,Earring,Gold Jewelry,5,4879256.0,52
2028-03-08,Gold Bar,Gold Jewelry,8,4788282.0,74
2028-03-09,Necklace,Gold Jewelry,2,5487248.0,99
2028-03-10,Bracelet,Gold Jewelry,13,5370107.0,74
2028-03-11,Charm,Gold Jewelry,2,2612757.0,86
2028-03-12,Pendant,Gold Jewelry,2,2990427.0,68
2028-03-13,Bangle,Gold Jewelry,9,5563073.0,96
2028-03-14,Ring,Gold Jewelry,2,3569257.0,78
2028-03-15,Charm,Gold Jewelry,8,3685767.0,78
2028-03-16,Bangle,Gold Jewelry,11,4640845.0,85
2028-03-17,Anklet,Gold Jewelry,3,4238132.0,60
2028-03-18,Ring,Gold Jewelry,12,3004829.0,66
2028-03-19,Earring,Gold Jewelry,6,5221966.0,46
2028-03-20,Necklace,Gold Jewelry,13,5433602.0,86
2028-03-21,Ring,Gold Jewelry,14,3131398.0,52
2028-03-22,Brooch,Gold Jewelry,8,4134933.0,14
2028-03-23,Bangle,Gold Jewelry,10,2913829.0,75
2028-03-24,Earring,Gold Jewelry,11,5545151.0,35
2028-03-25,Brooch,Gold Jewelry,6,3816722.0,8
2028-03-26,Anklet,Gold Jewelry,8,3631482.0,52
2028-03-27,Brooch,Gold Jewelry,11,4157496.0,97
2028-03-28,Pendant,Gold Jewelry,2,4134812.0,66
2028-03-29,Pendant,Gold Jewelry,14,5511266.0,52
2028-03-30,Bracelet,Gold Jewelry,3,4543144.0,71
2028-03-31,Charm,Gold Jewelry,13,5233228.0,65
2028-04-01,Charm,Gold Jewelry,7,3458256.0,58
2028-04-02,Earring,Gold Jewelry,5,4589457.0,30
2028-04-03,Anklet,Gold Jewelry,4,2594917.0,48
2028-04-04,Gold Bar,Gold Jewelry,0,3445507.0,74
2028-04-05,Pendant,Gold Jewelry,3,5551102.0,49
2028-04-06,Earring,Gold Jewelry,7,5470127.0,23
2028-04-07,Gold Bar,Gold Jewelry,0,5366574.0,74
2028-04-08,Charm,Gold Jewelry,13,2875643.0,45
2028-04-09,Bracelet,Gold Jewelry,8,2859091.0,63
2028-04-10,Brooch,Gold Jewelry,0,4101137.0,97
2028-04-11,Pendant,Gold Jewelry,0,3001157.0,49
2028-04-12,Earring,Gold Jewelry,3,5281109.0,20
2028-04-13,Ring,Gold Jewelry,8,4544692.0,44
2028-04-14,Gold Bar,Gold Jewelry,13,4756473.0,61
2028-04-15,Brooch,Gold Jewelry,10,2849265.0,87
2028-04-16,Pendant,Gold Jewelry,4,5135303.0,45
2028-04-17,Charm,Gold Jewelry,2,4972488.0,43
2028-04-18,Anklet,Gold Jewelry,0,3986322.0,48
2028-04-19,Gold Bar,Gold Jewelry,10,4902986.0,51
2028-04-20,Charm,Gold Jewelry,13,4409902.0,30
2028-04-21,Pendant,Gold Jewelry,13,4552902.0,32
2028-04-22,Gold Bar,Gold Jewelry,8,3738871.0,43
2028-04-23,Brooch,Gold Jewelry,3,2932821.0,84
2028-04-24,Pendant,Gold Jewelry,10,3264487.0,22
2028-04-25,Bangle,Gold Jewelry,3,2848877.0,72
2028-04-26,Earring,Gold Jewelry,11,4152919.0,9
2028-04-27,Brooch,Gold Jewelry,7,3526759.0,77
2028-04-28,Gold Bar,Gold Jewelry,1,4367869.0,42
2028-04-29,Anklet,Gold Jewelry,8,4840437.0,40
2028-04-30,Charm,Gold Jewelry,12,4199768.0,18
2028-05-01,Ring,Gold Jewelry,13,4821697.0,31
2028-05-02,Charm,Gold Jewelry,5,4075672.0,13
2028-05-03,Gold Bar,Gold Jewelry,8,5380685.0,34
2028-05-04,Charm,Gold Jewelry,7,4366463.0,6
2028-05-05,Earring,Gold Jewelry,14,4468997.0,95
2028-05-06,Pendant,Gold Jewelry,0,3396445.0,22
2028-05-07,Ring,Gold Jewelry,6,4029826.0,25
2028-05-08,Necklace,Gold Jewelry,12,2898163.0,74
2028-05-09,Gold Bar,Gold Jewelry,13,3393163.0,21
2028-05-10,Bracelet,Gold Jewelry,0,4469947.0,63
2028-05-11,Necklace,Gold Jewelry,13,4042290.0,61
2028-05-12,Charm,Gold Jewelry,11,3607953.0,95
2028-05-13,Gold Bar,Gold Jewelry,2,4726147.0,19
2028-05-14,Bangle,Gold Jewelry,10,4735211.0,62
2028-05-15,Bracelet,Gold Jewelry,13,3136244.0,50
2028-05-16,Ring,Gold Jewelry,1,4692467.0,24
2028-05-17,Anklet,Gold Jewelry,4,4015769.0,36
2028-05-18,Bangle,Gold Jewelry,14,5111889.0,48
2028-05-19,Necklace,Gold Jewelry,4,5336440.0,57
2028-05-20,Pendant,Gold Jewelry,4,4342555.0,18
2028-05-21,Earring,Gold Jewelry,0,3062755.0,95
2028-05-22,Anklet,Gold Jewelry,4,3106551.0,32
2028-05-23,Bangle,Gold Jewelry,2,3444782.0,46
2028-05-24,Pendant,Gold Jewelry,11,3058939.0,7
2028-05-25,Pendant,Gold Jewelry,0,3694093.0,7
2028-05-26,Gold Bar,Gold Jewelry,4,3035966.0,15
2028-05-27,Bangle,Gold Jewelry,12,3885134.0,34
2028-05-28,Ring,Gold Jewelry,8,5194763.0,16
2028-05-29,Charm,Gold Jewelry,12,5594716.0,83
2028-05-30,Bracelet,Gold Jewelry,8,5203934.0,42
2028-05-31,Bracelet,Gold Jewelry,3,4131590.0,39
2028-06-01,Necklace,Gold Jewelry,2,4189115.0,55
2028-06-02,Necklace,Gold Jewelry,0,4518554.0,55
2028-06-03,Bracelet,Gold Jewelry,1,3145896.0,38
2028-06-04,Ring,Gold Jewelry,0,3779262.0,16
2028-06-05,Earring,Gold Jewelry,0,4286515.0,95
2028-06-06,Brooch,Gold Jewelry,7,3573272.0,70
2028-06-07,Charm,Gold Jewelry,12,3346278.0,71
2028-06-08,Earring,Gold Jewelry,6,4163178.0,89
2028-06-09,Gold Bar,Gold Jewelry,14,4374224.0,1
2028-06-10,Brooch,Gold Jewelry,7,5034126.0,63
2028-06-11,Brooch,Gold Jewelry,11,4778098.0,52
2028-06-12,Bangle,Gold Jewelry,5,3340943.0,29
2028-06-13,Ring,Gold Jewelry,11,4105290.0,5
2028-06-14,Ring,Gold Jewelry,13,4867300.0,92
2028-06-15,Brooch,Gold Jewelry,14,2661585.0,38
2028-06-16,Bangle,Gold Jewelry,14,3997291.0,15
2028-06-17,Charm,Gold Jewelry,0,5252658.0,71
2028-06-18,Brooch,Gold Jewelry,2,4580939.0,36
2028-06-19,Anklet,Gold Jewelry,9,5070564.0,23
2028-06-20,Necklace,Gold Jewelry,3,4193336.0,52
2028-06-21,Necklace,Gold Jewelry,0,2669403.0,52
2028-06-22,Earring,Gold Jewelry,5,3886137.0,84
2028-06-23,Gold Bar,Gold Jewelry,7,4632673.0,94
2028-06-24,Necklace,Gold Jewelry,4,4298900.0,48
2028-06-25,Pendant,Gold Jewelry,2,3247742.0,5
2028-06-26,Earring,Gold Jewelry,5,3148493.0,79
2028-06-27,Necklace,Gold Jewelry,3,4126517.0,45
2028-06-28,Gold Bar,Gold Jewelry,8,3506446.0,86
2028-06-29,Ring,Gold Jewelry,12,3279093.0,80
2028-06-30,Ring,Gold Jewelry,2,4105130.0,78
2028-07-01,Charm,Gold Jewelry,3,4172727.0,68
2028-07-02,Brooch,Gold Jewelry,6,4936905.0,30
2028-07-03,Anklet,Gold Jewelry,0,2671601.0,23
2028-07-04,Ring,Gold Jewelry,11,2642775.0,67
2028-07-05,Bangle,Gold Jewelry,11,4324861.0,4
2028-07-06,Necklace,Gold Jewelry,3,5228551.0,42
2028-07-07,Bangle,Gold Jewelry,5,4784271.0,99
2028-07-08,Gold Bar,Gold Jewelry,11,5151907.0,75
2028-07-09,Ring,Gold Jewelry,12,4448710.0,55
2028-07-10,Anklet,Gold Jewelry,2,4805301.0,21
2028-07-11,Gold Bar,Gold Jewelry,5,2670116.0,70
2028-07-12,Pendant,Gold Jewelry,11,3390055.0,94
2028-07-13,Pendant,Gold Jewelry,1,3878715.0,93
2028-07-14,Bangle,Gold Jewelry,7,2851903.0,92
2028-07-15,Brooch,Gold Jewelry,1,3925394.0,29
2028-07-16,Earring,Gold Jewelry,10,4542807.0,69
2028-07-17,Brooch,Gold Jewelry,6,3684718.0,23
2028-07-18,Charm,Gold Jewelry,8,2999365.0,60
2028-07-19,Brooch,Gold Jewelry,0,5645963.0,23
2028-07-20,Charm,Gold Jewelry,7,5032775.0,53
2028-07-21,Charm,Gold Jewelry,6,3009809.0,47
2028-07-22,Anklet,Gold Jewelry,5,2704863.0,16
2028-07-23,Ring,Gold Jewelry,5,4567077.0,50
2028-07-24,Anklet,Gold Jewelry,5,5242806.0,11
2028-07-25,Charm,Gold Jewelry,8,,39
2028-07-26,Gold Bar,Gold Jewelry,1,3428635.0,69
2028-07-27,Pendant,Gold Jewelry,0,3364840.0,93
2028-07-28,Charm,Gold Jewelry,12,2930495.0,27
2028-07-29,Anklet,Gold Jewelry,11,4997560.0,100
2028-07-30,Gold Bar,Gold Jewelry,5,3484257.0,64
2028-07-31,Anklet,Gold Jewelry,9,4499857.0,91
2028-08-01,Brooch,Gold Jewelry,10,4533262.0,13
2028-08-02,Necklace,Gold Jewelry,7,4527733.0,35
2028-08-03,Bangle,Gold Jewelry,2,3978173.0,90
2028-08-04,Earring,Gold Jewelry,11,4378250.0,58
2028-08-05,Anklet,Gold Jewelry,9,4378199.0,82
2028-08-06,Earring,Gold Jewelry,0,5355634.0,58
2028-08-07,Bracelet,Gold Jewelry,8,3357033.0,30
2028-08-08,Anklet,Gold Jewelry,12,3570938.0,70
2028-08-09,Necklace,Gold Jewelry,12,5499974.0,23
2028-08-10,Earring,Gold Jewelry,0,5325006.0,58
2028-08-11,Charm,Gold Jewelry,2,2793445.0,25
2028-08-12,Anklet,Gold Jewelry,7,3063051.0,63
2028-08-13,Ring,Gold Jewelry,0,4505700.0,50
2028-08-14,Bangle,Gold Jewelry,2,5327481.0,88
2028-08-15,Necklace,Gold Jewelry,12,3874705.0,11
2028-08-16,Earring,Gold Jewelry,3,5349923.0,55
2028-08-17,Necklace,Gold Jewelry,7,4912989.0,4
2028-08-18,Gold Bar,Gold Jewelry,0,3377147.0,64
2028-08-19,Bangle,Gold Jewelry,12,3570179.0,76
2028-08-20,Charm,Gold Jewelry,12,3535035.0,13
2028-08-21,Anklet,Gold Jewelry,0,4447611.0,63
2028-08-22,Anklet,Gold Jewelry,0,4939249.0,63
2028-08-23,Anklet,Gold Jewelry,13,4407166.0,50
2028-08-24,Bangle,Gold Jewelry,0,3700908.0,76
2028-08-25,Ring,Gold Jewelry,13,4127312.0,37
2028-08-26,Bracelet,Gold Jewelry,7,5242106.0,23
2028-08-27,Pendant,Gold Jewelry,10,3526625.0,83
2028-08-28,Brooch,Gold Jewelry,3,3163940.0,10
2028-08-29,Earring,Gold Jewelry,11,4139926.0,44
2028-08-30,Ring,Gold Jewelry,0,4120637.0,37
2028-08-31,Charm,Gold Jewelry,9,5542524.0,4
2028-09-01,Earring,Gold Jewelry,6,5411955.0,38
2028-09-02,Anklet,Gold Jewelry,4,4939409.0,46
2028-09-03,Necklace,Gold Jewelry,4,4489900.0,100
2028-09-04,Charm,Gold Jewelry,0,3943597.0,4
2028-09-05,Earring,Gold Jewelry,13,4375320.0,25
2028-09-06,Anklet,Gold Jewelry,9,4315608.0,37
2028-09-07,Earring,Gold Jewelry,10,2968099.0,15
2028-09-08,Necklace,Gold Jewelry,5,4230009.0,95
2028-09-09,Anklet,Gold Jewelry,13,3619022.0,24
2028-09-10,Bracelet,Gold Jewelry,8,5087515.0,15
2028-09-11,Ring,Gold Jewelry,8,5604075.0,29
2028-09-12,Gold Bar,Gold Jewelry,7,3272904.0,57
2028-09-13,Brooch,Gold Jewelry,4,2792341.0,6
