date,item_name,category,quantity_sold,unit_price,stock_left,revenue,month
2026-12-21,Bracelet,Gold Jewelry,24,4004291.0,58,96102984.0,12
2026-12-22,Charm,Gold Jewelry,10,2732397.0,40,27323970.0,12
2026-12-23,Bangle,Gold Jewelry,0,4820093.0,33,0.0,12
2026-12-24,Ring,Gold Jewelry,20,4004291.0,14,80085820.0,12
2026-12-25,Charm,Gold Jewelry,24,4197522.0,16,100740528.0,12
2026-12-26,Ring,Gold Jewelry,4,4993543.0,10,19974172.0,12
2026-12-27,Bracelet,Gold Jewelry,8,3886814.0,50,31094512.0,12
2026-12-28,Bangle,Gold Jewelry,4,4425087.0,29,17700348.0,12
2026-12-29,Gold Bar,Gold Jewelry,18,2790174.0,25,50223132.0,12
2026-12-30,Earring,Gold Jewelry,4,3372109.0,4,13488436.0,12
2026-12-31,Pendant,Gold Jewelry,26,2446909.0,58,63619634.0,12
2027-01-01,Gold Bar,Gold Jewelry,9,3063876.0,16,27574884.0,1
2027-01-02,Earring,Gold Jewelry,2,4360641.0,2,8721282.0,1
2027-01-03,Necklace,Gold Jewelry,4,3422600.0,66,13690400.0,1
2027-01-04,Brooch,Gold Jewelry,12,4939082.0,64,59268984.0,1
2027-01-05,Anklet,Gold Jewelry,4,3650440.0,53,14601760.0,1
2027-01-06,Anklet,Gold Jewelry,3,3590951.0,50,10772853.0,1
2027-01-07,Pendant,Gold Jewelry,0,3304800.0,58,0.0,1
2027-01-08,Bangle,Gold Jewelry,4,4296216.0,25,17184864.0,1
2027-01-09,Bracelet,Gold Jewelry,9,4290672.0,41,38616048.0,1
2027-01-10,Bangle,Gold Jewelry,4,4004291.0,21,16017164.0,1
2027-01-11,Bracelet,Gold Jewelry,0,3503754.0,41,0.0,1
2027-01-12,Bangle,Gold Jewelry,5,3417880.0,16,17089400.0,1
2027-01-13,Brooch,Gold Jewelry,9,3258553.0,55,29326977.0,1
2027-01-14,Necklace,Gold Jewelry,3,3936616.0,63,11809848.0,1
2027-01-15,Necklace,Gold Jewelry,13,4004291.0,50,52055783.0,1
2027-01-16,Earring,Gold Jewelry,6,3818750.0,96,22912500.0,1
2027-01-17,Charm,Gold Jewelry,6,3485186.0,10,20911116.0,1
2027-01-18,Necklace,Gold Jewelry,1,4017207.0,49,4017207.0,1
2027-01-19,Necklace,Gold Jewelry,2,4004291.0,47,8008582.0,1
2027-01-20,Gold Bar,Gold Jewelry,0,4128267.0,16,0.0,1
2027-01-21,Gold Bar,Gold Jewelry,7,4004291.0,9,28030037.0,1
2027-01-22,Earring,Gold Jewelry,8,4650919.0,88,37207352.0,1
2027-01-23,Charm,Gold Jewelry,3,4284241.0,7,12852723.0,1
2027-01-24,Pendant,Gold Jewelry,5,4629141.0,53,23145705.0,1
2027-01-25,Gold Bar,Gold Jewelry,8,2721126.0,1,21769008.0,1
2027-01-26,Pendant,Gold Jewelry,5,4056497.0,48,20282485.0,1
2027-01-27,Ring,Gold Jewelry,13,4783514.0,97,62185682.0,1
2027-01-28,Gold Bar,Gold Jewelry,11,3291581.0,90,36207391.0,1
2027-01-29,Brooch,Gold Jewelry,11,4221360.0,44,46434960.0,1
2027-01-30,Charm,Gold Jewelry,11,3516911.0,96,38686021.0,1
2027-01-31,Earring,Gold Jewelry,8,4050357.0,80,32402856.0,1
2027-02-01,Ring,Gold Jewelry,14,4004291.0,83,56060074.0,2
2027-02-02,Charm,Gold Jewelry,3,4126030.0,93,12378090.0,2
2027-02-03,Brooch,Gold Jewelry,7,4580600.0,37,32064200.0,2
2027-02-04,Charm,Gold Jewelry,8,3897331.0,85,31178648.0,2
2027-02-05,Brooch,Gold Jewelry,3,2676351.0,34,8029053.0,2
2027-02-06,Brooch,Gold Jewelry,4,2680986.0,30,10723944.0,2
2027-02-07,Pendant,Gold Jewelry,13,4493913.0,35,58420869.0,2
2027-02-08,Bangle,Gold Jewelry,7,4849912.0,9,33949384.0,2
2027-02-09,Ring,Gold Jewelry,11,4407284.0,72,48480124.0,2
2027-02-10,Charm,Gold Jewelry,9,3238605.0,76,29147445.0,2
2027-02-11,Bracelet,Gold Jewelry,13,3728001.0,28,48464013.0,2
2027-02-12,Ring,Gold Jewelry,5,4758948.0,67,23794740.0,2
2027-02-13,Bangle,Gold Jewelry,11,3702323.0,98,40725553.0,2
2027-02-14,Ring,Gold Jewelry,6,3157692.0,61,18946152.0,2
2027-02-15,Necklace,Gold Jewelry,2,4060700.0,45,8121400.0,2
2027-02-16,Bracelet,Gold Jewelry,0,2816745.0,28,0.0,2
2027-02-17,Bangle,Gold Jewelry,11,3026287.0,87,33289157.0,2
2027-02-18,Pendant,Gold Jewelry,13,3062812.0,22,39816556.0,2
2027-02-19,Charm,Gold Jewelry,7,4004291.0,69,28030037.0,2
2027-02-20,Anklet,Gold Jewelry,9,4004291.0,41,36038619.0,2
2027-02-21,Bangle,Gold Jewelry,5,3748626.0,82,18743130.0,2
2027-02-22,Earring,Gold Jewelry,0,4813355.0,80,0.0,2
2027-02-23,Charm,Gold Jewelry,9,2736366.0,60,24627294.0,2
2027-02-24,Bangle,Gold Jewelry,8,3167107.0,74,25336856.0,2
2027-02-25,Necklace,Gold Jewelry,12,2929144.0,33,35149728.0,2
2027-02-26,Anklet,Gold Jewelry,5,3045416.0,36,15227080.0,2
2027-02-27,Necklace,Gold Jewelry,11,3409503.0,22,37504533.0,2
2027-02-28,Anklet,Gold Jewelry,8,3928263.0,28,31426104.0,2
2027-03-01,Earring,Gold Jewelry,12,4004291.0,68,48051492.0,3
2027-03-02,Charm,Gold Jewelry,3,4102542.0,57,12307626.0,3
2027-03-03,Pendant,Gold Jewelry,7,4288128.0,15,30016896.0,3
2027-03-04,Necklace,Gold Jewelry,10,3870620.0,12,38706200.0,3
2027-03-05,Necklace,Gold Jewelry,3,3571346.0,9,10714038.0,3
2027-03-06,Brooch,Gold Jewelry,1,4389569.0,29,4389569.0,3
2027-03-07,Anklet,Gold Jewelry,9,4246895.0,19,38222055.0,3
2027-03-08,Gold Bar,Gold Jewelry,10,4826759.0,80,48267590.0,3
2027-03-09,Charm,Gold Jewelry,8,3387836.0,49,27102688.0,3
2027-03-10,Anklet,Gold Jewelry,4,3166286.0,15,12665144.0,3
2027-03-11,Brooch,Gold Jewelry,3,3429433.0,26,10288299.0,3
2027-03-12,Ring,Gold Jewelry,1,4004291.0,60,4004291.0,3
2027-03-13,Anklet,Gold Jewelry,0,3366520.0,15,0.0,3
2027-03-14,Pendant,Gold Jewelry,10,4851979.0,5,48519790.0,3
2027-03-15,Charm,Gold Jewelry,6,4036425.0,43,24218550.0,3
2027-03-16,Brooch,Gold Jewelry,5,4434816.0,21,22174080.0,3
2027-03-17,Ring,Gold Jewelry,14,2464253.0,46,34499542.0,3
2027-03-18,Bracelet,Gold Jewelry,14,4004291.0,14,56060074.0,3
2027-03-19,Brooch,Gold Jewelry,1,3856379.0,20,3856379.0,3
2027-03-20,Bracelet,Gold Jewelry,7,3876608.0,7,27136256.0,3
2027-03-21,Charm,Gold Jewelry,10,3476484.0,33,34764840.0,3
2027-03-22,Necklace,Gold Jewelry,3,2529116.0,6,7587348.0,3
2027-03-23,Brooch,Gold Jewelry,7,3428280.0,13,23997960.0,3
2027-03-24,Earring,Gold Jewelry,14,3061496.0,54,42860944.0,3
2027-03-25,Bracelet,Gold Jewelry,6,4521065.0,1,27126390.0,3
2027-03-26,Pendant,Gold Jewelry,4,4004291.0,1,16017164.0,3
2027-03-27,Earring,Gold Jewelry,9,3278446.0,45,29506014.0,3
2027-03-28,Bangle,Gold Jewelry,9,3512934.0,65,31616406.0,3
2027-03-29,Bangle,Gold Jewelry,11,4571849.0,54,50290339.0,3
2027-03-30,Ring,Gold Jewelry,7,2902992.0,39,20320944.0,3
2027-03-31,Necklace,Gold Jewelry,13,4206225.0,93,54680925.0,3
2027-04-01,Charm,Gold Jewelry,8,4730644.0,25,37845152.0,4
2027-04-02,Brooch,Gold Jewelry,4,3196333.0,9,12785332.0,4
2027-04-03,Gold Bar,Gold Jewelry,9,4934222.0,71,44407998.0,4
2027-04-04,Pendant,Gold Jewelry,4,2487740.0,97,9950960.0,4
2027-04-05,Bracelet,Gold Jewelry,1,2647595.0,100,2647595.0,4
2027-04-06,Charm,Gold Jewelry,4,3983786.0,21,15935144.0,4
2027-04-07,Earring,Gold Jewelry,2,3740042.0,43,7480084.0,4
2027-04-08,Bangle,Gold Jewelry,6,4361561.0,48,26169366.0,4
2027-04-09,Pendant,Gold Jewelry,9,4800814.0,88,43207326.0,4
2027-04-10,Gold Bar,Gold Jewelry,4,3252857.0,67,13011428.0,4
2027-04-11,Brooch,Gold Jewelry,7,2605920.0,2,18241440.0,4
2027-04-12,Ring,Gold Jewelry,0,3313832.0,39,0.0,4
2027-04-13,Gold Bar,Gold Jewelry,2,3295854.0,65,6591708.0,4
2027-04-14,Pendant,Gold Jewelry,2,4745728.0,86,9491456.0,4
2027-04-15,Gold Bar,Gold Jewelry,8,3488775.0,57,27910200.0,4
2027-04-16,Pendant,Gold Jewelry,4,4952457.0,82,19809828.0,4
2027-04-17,Pendant,Gold Jewelry,11,2581187.0,71,28393057.0,4
2027-04-18,Anklet,Gold Jewelry,8,2873650.0,7,22989200.0,4
2027-04-19,Bracelet,Gold Jewelry,12,2928551.0,88,35142612.0,4
2027-04-20,Bangle,Gold Jewelry,8,3982018.0,40,31856144.0,4
2027-04-21,Anklet,Gold Jewelry,0,3474096.0,7,0.0,4
2027-04-22,Brooch,Gold Jewelry,1,4103178.0,1,4103178.0,4
2027-04-23,Anklet,Gold Jewelry,4,2588527.0,3,10354108.0,4
2027-04-24,Necklace,Gold Jewelry,3,4004291.0,90,12012873.0,4
2027-04-25,Necklace,Gold Jewelry,14,4004291.0,76,56060074.0,4
2027-04-26,Bangle,Gold Jewelry,9,4010319.0,31,36092871.0,4
2027-04-27,Gold Bar,Gold Jewelry,8,3646697.0,49,29173576.0,4
2027-04-28,Bracelet,Gold Jewelry,6,3411297.0,82,20467782.0,4
2027-04-29,Bangle,Gold Jewelry,0,3944373.0,31,0.0,4
2027-04-30,Pendant,Gold Jewelry,6,4771796.0,65,28630776.0,4
2027-05-01,Earring,Gold Jewelry,0,4587077.0,43,0.0,5
2027-05-02,Bracelet,Gold Jewelry,0,4892012.0,82,0.0,5
2027-05-03,Bracelet,Gold Jewelry,7,3020557.0,75,21143899.0,5
2027-05-04,Pendant,Gold Jewelry,12,3416621.0,53,40999452.0,5
2027-05-05,Pendant,Gold Jewelry,12,3826757.0,41,45921084.0,5
2027-05-06,Ring,Gold Jewelry,1,4152549.0,38,4152549.0,5
2027-05-07,Bangle,Gold Jewelry,11,2911442.0,20,32025862.0,5
2027-05-08,Pendant,Gold Jewelry,9,4004291.0,32,36038619.0,5
2027-05-09,Necklace,Gold Jewelry,10,3506921.0,66,35069210.0,5
2027-05-10,Brooch,Gold Jewelry,8,4004291.0,93,32034328.0,5
2027-05-11,Earring,Gold Jewelry,6,3850827.0,37,23104962.0,5
2027-05-12,Bangle,Gold Jewelry,5,4387374.0,15,21936870.0,5
2027-05-13,Charm,Gold Jewelry,0,3440869.0,21,0.0,5
2027-05-14,Necklace,Gold Jewelry,0,2925314.0,66,0.0,5
2027-05-15,Gold Bar,Gold Jewelry,1,4860462.0,48,4860462.0,5
2027-05-16,Pendant,Gold Jewelry,5,4184297.0,27,20921485.0,5
2027-05-17,Charm,Gold Jewelry,13,2530406.0,8,32895278.0,5
2027-05-18,Pendant,Gold Jewelry,0,4009817.0,27,0.0,5
2027-05-19,Bracelet,Gold Jewelry,1,4004291.0,74,4004291.0,5
2027-05-20,Necklace,Gold Jewelry,0,2819083.0,66,0.0,5
2027-05-21,Bracelet,Gold Jewelry,9,3456436.0,65,31107924.0,5
2027-05-22,Ring,Gold Jewelry,4,4004291.0,34,16017164.0,5
2027-05-23,Bracelet,Gold Jewelry,4,3438429.0,61,13753716.0,5
2027-05-24,Ring,Gold Jewelry,1,4045684.0,33,4045684.0,5
2027-05-25,Ring,Gold Jewelry,5,3586122.0,28,17930610.0,5
2027-05-26,Charm,Gold Jewelry,8,3041989.0,100,24335912.0,5
2027-05-27,Pendant,Gold Jewelry,1,4004291.0,26,4004291.0,5
2027-05-28,Gold Bar,Gold Jewelry,9,4766976.0,39,42902784.0,5
2027-05-29,Bracelet,Gold Jewelry,1,2923273.0,60,2923273.0,5
2027-05-30,Necklace,Gold Jewelry,2,4173485.0,64,8346970.0,5
2027-05-31,Ring,Gold Jewelry,12,4199989.0,16,50399868.0,5
2027-06-01,Pendant,Gold Jewelry,6,3359924.0,20,20159544.0,6
2027-06-02,Earring,Gold Jewelry,5,4844233.0,32,24221165.0,6
2027-06-03,Bangle,Gold Jewelry,11,4004291.0,4,44047201.0,6
2027-06-04,Charm,Gold Jewelry,7,3633855.0,93,25436985.0,6
2027-06-05,Gold Bar,Gold Jewelry,14,3130832.0,25,43831648.0,6
2027-06-06,Anklet,Gold Jewelry,7,3895591.0,96,27269137.0,6
2027-06-07,Charm,Gold Jewelry,5,3169948.0,88,15849740.0,6
2027-06-08,Earring,Gold Jewelry,11,4963284.0,21,54596124.0,6
2027-06-09,Bangle,Gold Jewelry,10,2514963.0,94,25149630.0,6
2027-06-10,Earring,Gold Jewelry,9,4635652.0,12,41720868.0,6
2027-06-11,Bracelet,Gold Jewelry,2,3701848.0,58,7403696.0,6
2027-06-12,Ring,Gold Jewelry,2,4004291.0,14,8008582.0,6
2027-06-13,Gold Bar,Gold Jewelry,14,3579683.0,11,50115562.0,6
2027-06-14,Brooch,Gold Jewelry,0,4004291.0,93,0.0,6
2027-06-15,Ring,Gold Jewelry,6,4004291.0,8,24025746.0,6
2027-06-16,Brooch,Gold Jewelry,4,3295942.0,89,13183768.0,6
2027-06-17,Bangle,Gold Jewelry,3,2568576.0,91,7705728.0,6
2027-06-18,Pendant,Gold Jewelry,9,3556268.0,11,32006412.0,6
2027-06-19,Anklet,Gold Jewelry,14,3104629.0,82,43464806.0,6
2027-06-20,Necklace,Gold Jewelry,3,3167104.0,61,9501312.0,6
2027-06-21,Ring,Gold Jewelry,13,3252742.0,95,42285646.0,6
2027-06-22,Gold Bar,Gold Jewelry,3,3373630.0,8,10120890.0,6
2027-06-23,Earring,Gold Jewelry,5,4004291.0,7,20021455.0,6
2027-06-24,Gold Bar,Gold Jewelry,14,3612294.0,94,50572116.0,6
2027-06-25,Bangle,Gold Jewelry,7,3854152.0,84,26979064.0,6
2027-06-26,Brooch,Gold Jewelry,7,2977480.0,82,20842360.0,6
2027-06-27,Earring,Gold Jewelry,4,4798188.0,3,19192752.0,6
2027-06-28,Necklace,Gold Jewelry,14,2490413.0,47,34865782.0,6
2027-06-29,Necklace,Gold Jewelry,0,4004291.0,47,0.0,6
2027-06-30,Ring,Gold Jewelry,3,4150994.0,92,12452982.0,6
2027-07-01,Bangle,Gold Jewelry,11,4004291.0,73,44047201.0,7
2027-07-02,Pendant,Gold Jewelry,13,3020430.0,98,39265590.0,7
2027-07-03,Bangle,Gold Jewelry,10,4590120.0,63,45901200.0,7
2027-07-04,Brooch,Gold Jewelry,12,3405202.0,70,40862424.0,7
2027-07-05,Gold Bar,Gold Jewelry,8,3123515.0,86,24988120.0,7
2027-07-06,Necklace,Gold Jewelry,7,3929867.0,40,27509069.0,7
2027-07-07,Gold Bar,Gold Jewelry,9,3373980.0,77,30365820.0,7
2027-07-08,Gold Bar,Gold Jewelry,11,2501056.0,66,27511616.0,7
2027-07-09,Gold Bar,Gold Jewelry,9,4608483.0,57,41476347.0,7
2027-07-10,Necklace,Gold Jewelry,0,4004291.0,40,0.0,7
2027-07-11,Charm,Gold Jewelry,14,3234452.0,74,45282328.0,7
2027-07-12,Bracelet,Gold Jewelry,1,3369380.0,57,3369380.0,7
2027-07-13,Brooch,Gold Jewelry,8,2887988.0,62,23103904.0,7
2027-07-14,Charm,Gold Jewelry,7,3094405.0,67,21660835.0,7
2027-07-15,Brooch,Gold Jewelry,13,4836467.0,49,62874071.0,7
2027-07-16,Earring,Gold Jewelry,2,3800768.0,1,7601536.0,7
2027-07-17,Bangle,Gold Jewelry,7,4324471.0,56,30271297.0,7
2027-07-18,Bangle,Gold Jewelry,11,4004291.0,45,44047201.0,7
2027-07-19,Anklet,Gold Jewelry,0,3978601.0,82,0.0,7
2027-07-20,Bangle,Gold Jewelry,9,4795344.0,36,43158096.0,7
2027-07-21,Necklace,Gold Jewelry,3,3871650.0,37,11614950.0,7
2027-07-22,Pendant,Gold Jewelry,2,2991005.0,96,5982010.0,7
2027-07-23,Ring,Gold Jewelry,0,3695958.0,92,0.0,7
2027-07-24,Anklet,Gold Jewelry,6,4536441.0,76,27218646.0,7
2027-07-25,Ring,Gold Jewelry,3,3634772.0,89,10904316.0,7
2027-07-26,Brooch,Gold Jewelry,6,4570146.0,43,27420876.0,7
2027-07-27,Ring,Gold Jewelry,8,4004291.0,81,32034328.0,7
2027-07-28,Ring,Gold Jewelry,10,4635452.0,71,46354520.0,7
2027-07-29,Anklet,Gold Jewelry,1,4872745.0,75,4872745.0,7
2027-07-30,Earring,Gold Jewelry,10,3031693.0,91,30316930.0,7
2027-07-31,Gold Bar,Gold Jewelry,2,3816092.0,55,7632184.0,7
2027-08-01,Bangle,Gold Jewelry,4,4218378.0,32,16873512.0,8
2027-08-02,Bangle,Gold Jewelry,2,4004291.0,30,8008582.0,8
2027-08-03,Necklace,Gold Jewelry,10,3965551.0,27,39655510.0,8
2027-08-04,Anklet,Gold Jewelry,7,4909331.0,68,34365317.0,8
2027-08-05,Necklace,Gold Jewelry,11,4179517.0,16,45974687.0,8
2027-08-06,Pendant,Gold Jewelry,0,2828554.0,96,0.0,8
2027-08-07,Pendant,Gold Jewelry,7,3729715.0,89,26108005.0,8
2027-08-08,Necklace,Gold Jewelry,7,3641170.0,9,25488190.0,8
2027-08-09,Anklet,Gold Jewelry,11,3155667.0,57,34712337.0,8
2027-08-10,Necklace,Gold Jewelry,11,4004291.0,98,44047201.0,8
2027-08-11,Bangle,Gold Jewelry,8,3601424.0,22,28811392.0,8
2027-08-12,Charm,Gold Jewelry,3,3693093.0,64,11079279.0,8
2027-08-13,Bracelet,Gold Jewelry,4,4491017.0,53,17964068.0,8
2027-08-14,Ring,Gold Jewelry,4,4004291.0,67,16017164.0,8
2027-08-15,Bracelet,Gold Jewelry,7,2922972.0,46,20460804.0,8
2027-08-16,Anklet,Gold Jewelry,6,2921399.0,51,17528394.0,8
2027-08-17,Bracelet,Gold Jewelry,0,2960215.0,46,0.0,8
2027-08-18,Pendant,Gold Jewelry,14,3180136.0,75,44521904.0,8
2027-08-19,Brooch,Gold Jewelry,14,4479482.0,29,62712748.0,8
2027-08-20,Ring,Gold Jewelry,13,2900662.0,54,37708606.0,8
2027-08-21,Gold Bar,Gold Jewelry,7,4133562.0,48,28934934.0,8
2027-08-22,Anklet,Gold Jewelry,1,4004291.0,50,4004291.0,8
2027-08-23,Ring,Gold Jewelry,9,4470415.0,45,40233735.0,8
2027-08-24,Bracelet,Gold Jewelry,11,2527595.0,35,27803545.0,8
2027-08-25,Pendant,Gold Jewelry,3,4004722.0,72,12014166.0,8
2027-08-26,Earring,Gold Jewelry,5,4972770.0,86,24863850.0,8
2027-08-27,Charm,Gold Jewelry,11,4346205.0,53,47808255.0,8
2027-08-28,Gold Bar,Gold Jewelry,1,4447127.0,47,4447127.0,8
2027-08-29,Charm,Gold Jewelry,6,4079874.0,47,24479244.0,8
2027-08-30,Ring,Gold Jewelry,2,3951415.0,43,7902830.0,8
2027-08-31,Pendant,Gold Jewelry,12,2836067.0,60,34032804.0,8
2027-09-01,Pendant,Gold Jewelry,2,4193326.0,58,8386652.0,9
2027-09-02,Bracelet,Gold Jewelry,10,4546385.0,25,45463850.0,9
2027-09-03,Bangle,Gold Jewelry,1,3928746.0,21,3928746.0,9
2027-09-04,Bracelet,Gold Jewelry,10,4968223.0,15,49682230.0,9
2027-09-05,Bangle,Gold Jewelry,7,4855822.0,14,33990754.0,9
2027-09-06,Bangle,Gold Jewelry,5,3864645.0,9,19323225.0,9
2027-09-07,Gold Bar,Gold Jewelry,0,3833885.0,47,0.0,9
2027-09-08,Bracelet,Gold Jewelry,11,4858573.0,4,53444303.0,9
2027-09-09,Earring,Gold Jewelry,0,4760963.0,86,0.0,9
2027-09-10,Necklace,Gold Jewelry,6,4004291.0,92,24025746.0,9
2027-09-11,Necklace,Gold Jewelry,7,3325940.0,85,23281580.0,9
2027-09-12,Bracelet,Gold Jewelry,4,4341691.0,100,17366764.0,9
2027-09-13,Bracelet,Gold Jewelry,11,3148530.0,89,34633830.0,9
2027-09-14,Charm,Gold Jewelry,10,4004291.0,37,40042910.0,9
2027-09-15,Gold Bar,Gold Jewelry,4,3990904.0,43,15963616.0,9
2027-09-16,Bracelet,Gold Jewelry,3,3193895.0,86,9581685.0,9
2027-09-17,Charm,Gold Jewelry,13,4932338.0,24,64120394.0,9
2027-09-18,Bangle,Gold Jewelry,5,2740144.0,4,13700720.0,9
2027-09-19,Pendant,Gold Jewelry,13,3739860.0,45,48618180.0,9
2027-09-20,Pendant,Gold Jewelry,5,3272505.0,40,16362525.0,9
2027-09-21,Bangle,Gold Jewelry,2,4924771.0,2,9849542.0,9
2027-09-22,Anklet,Gold Jewelry,8,4004291.0,42,32034328.0,9
2027-09-23,Charm,Gold Jewelry,11,3647234.0,13,40119574.0,9
2027-09-24,Charm,Gold Jewelry,10,4344585.0,3,43445850.0,9
2027-09-25,Bangle,Gold Jewelry,13,4004291.0,89,52055783.0,9
2027-09-26,Earring,Gold Jewelry,6,4004291.0,80,24025746.0,9
2027-09-27,Brooch,Gold Jewelry,0,3612048.0,29,0.0,9
2027-09-28,Ring,Gold Jewelry,14,3406450.0,29,47690300.0,9
2027-09-29,Bangle,Gold Jewelry,12,4032083.0,77,48384996.0,9
2027-09-30,Bracelet,Gold Jewelry,6,3983795.0,80,23902770.0,9
2027-10-01,Bracelet,Gold Jewelry,8,2783640.0,72,22269120.0,10
2027-10-02,Gold Bar,Gold Jewelry,8,4110795.0,35,32886360.0,10
2027-10-03,Bangle,Gold Jewelry,26,4004291.0,51,104111566.0,10
2027-10-04,Gold Bar,Gold Jewelry,24,3718358.0,11,89240592.0,10
2027-10-05,Bangle,Gold Jewelry,2,3062481.0,49,6124962.0,10
2027-10-06,Charm,Gold Jewelry,6,4547321.0,97,27283926.0,10
2027-10-07,Ring,Gold Jewelry,22,2613444.0,7,57495768.0,10
2027-10-08,Charm,Gold Jewelry,10,4302519.0,87,43025190.0,10
2027-10-09,Brooch,Gold Jewelry,18,4548254.0,11,81868572.0,10
2027-10-10,Pendant,Gold Jewelry,28,4850724.0,12,135820272.0,10
2027-10-11,Necklace,Gold Jewelry,20,4465191.0,65,89303820.0,10
2027-10-12,Bangle,Gold Jewelry,12,2704097.0,37,32449164.0,10
2027-10-13,Brooch,Gold Jewelry,20,4004291.0,91,80085820.0,10
2027-10-14,Pendant,Gold Jewelry,8,4004291.0,4,32034328.0,10
2027-10-15,Anklet,Gold Jewelry,0,4893865.0,42,0.0,10
2027-10-16,Ring,Gold Jewelry,4,4462341.0,3,17849364.0,10
2027-10-17,Gold Bar,Gold Jewelry,0,3483237.0,11,0.0,10
2027-10-18,Gold Bar,Gold Jewelry,6,3643387.0,5,21860322.0,10
2027-10-19,Charm,Gold Jewelry,16,3749197.0,71,59987152.0,10
2027-10-20,Bracelet,Gold Jewelry,6,4988324.0,66,29929944.0,10
2027-10-21,Pendant,Gold Jewelry,2,4379329.0,2,8758658.0,10
2027-10-22,Anklet,Gold Jewelry,18,4529807.0,24,81536526.0,10
2027-10-23,Brooch,Gold Jewelry,26,2966651.0,65,77132926.0,10
2027-10-24,Ring,Gold Jewelry,26,4004291.0,77,104111566.0,10
2027-10-25,Pendant,Gold Jewelry,8,4017814.0,94,32142512.0,10
2027-10-26,Anklet,Gold Jewelry,4,3758199.0,20,15032796.0,10
2027-10-27,Necklace,Gold Jewelry,24,3210032.0,41,77040768.0,10
2027-10-28,Bangle,Gold Jewelry,22,2810866.0,15,61839052.0,10
2027-10-29,Gold Bar,Gold Jewelry,24,3312557.0,81,79501368.0,10
2027-10-30,Brooch,Gold Jewelry,16,2714237.0,49,43427792.0,10
2027-10-31,Gold Bar,Gold Jewelry,6,4559089.0,75,27354534.0,10
2027-11-01,Brooch,Gold Jewelry,10,4004291.0,39,40042910.0,11
2027-11-02,Charm,Gold Jewelry,2,3478311.0,69,6956622.0,11
2027-11-03,Bracelet,Gold Jewelry,10,4004291.0,56,40042910.0,11
2027-11-04,Brooch,Gold Jewelry,4,4324018.0,35,17296072.0,11
2027-11-05,Gold Bar,Gold Jewelry,22,3851559.0,53,84734298.0,11
2027-11-06,Charm,Gold Jewelry,22,4004291.0,47,88094402.0,11
2027-11-07,Brooch,Gold Jewelry,16,4666674.0,19,74666784.0,11
2027-11-08,Necklace,Gold Jewelry,20,4847885.0,21,96957700.0,11
2027-11-09,Bracelet,Gold Jewelry,2,4004291.0,54,8008582.0,11
2027-11-10,Brooch,Gold Jewelry,28,3943469.0,91,110417132.0,11
2027-11-11,Charm,Gold Jewelry,22,4626637.0,25,101786014.0,11
2027-11-12,Pendant,Gold Jewelry,22,3995747.0,72,87906434.0,11
2027-11-13,Earring,Gold Jewelry,16,4338920.0,64,69422720.0,11
2027-11-14,Anklet,Gold Jewelry,8,4506347.0,12,36050776.0,11
2027-11-15,Earring,Gold Jewelry,14,4733853.0,50,66273942.0,11
2027-11-16,Earring,Gold Jewelry,2,2731852.0,48,5463704.0,11
2027-11-17,Ring,Gold Jewelry,10,4200502.0,67,42005020.0,11
2027-11-18,Necklace,Gold Jewelry,4,2710014.0,17,10840056.0,11
2027-11-19,Pendant,Gold Jewelry,0,4004291.0,72,0.0,11
2027-11-20,Bangle,Gold Jewelry,22,3325158.0,93,73153476.0,11
2027-11-21,Brooch,Gold Jewelry,26,4004291.0,65,104111566.0,11
2027-11-22,Anklet,Gold Jewelry,18,4385096.0,94,78931728.0,11
2027-11-23,Bracelet,Gold Jewelry,8,3786624.0,46,30292992.0,11
2027-11-24,Pendant,Gold Jewelry,22,4264145.0,50,93811190.0,11
2027-11-25,Gold Bar,Gold Jewelry,14,4663171.0,39,65284394.0,11
2027-11-26,Bangle,Gold Jewelry,18,3491952.0,75,62855136.0,11
2027-11-27,Ring,Gold Jewelry,26,3840073.0,41,99841898.0,11
2027-11-28,Ring,Gold Jewelry,0,3119921.0,41,0.0,11
2027-11-29,Pendant,Gold Jewelry,8,4301394.0,42,34411152.0,11
2027-11-30,Charm,Gold Jewelry,4,4004291.0,21,16017164.0,11
2027-12-01,Earring,Gold Jewelry,6,4787750.0,42,28726500.0,12
2027-12-02,Gold Bar,Gold Jewelry,2,4004291.0,37,8008582.0,12
2027-12-03,Ring,Gold Jewelry,16,4351036.0,25,69616576.0,12
2027-12-04,Anklet,Gold Jewelry,4,4623434.0,90,18493736.0,12
2027-12-05,Ring,Gold Jewelry,28,4075326.0,97,114109128.0,12
2027-12-06,Bracelet,Gold Jewelry,2,4004291.0,44,8008582.0,12
2027-12-07,Brooch,Gold Jewelry,18,4004291.0,47,72077238.0,12
2027-12-08,Ring,Gold Jewelry,20,3004258.0,77,60085160.0,12
2027-12-09,Bracelet,Gold Jewelry,16,3491205.0,28,55859280.0,12
2027-12-10,Pendant,Gold Jewelry,12,4004291.0,30,48051492.0,12
2027-12-11,Pendant,Gold Jewelry,10,4660091.0,20,46600910.0,12
2027-12-12,Bangle,Gold Jewelry,0,3504149.0,75,0.0,12
2027-12-13,Ring,Gold Jewelry,8,3324635.0,69,26597080.0,12
2027-12-14,Anklet,Gold Jewelry,22,3472548.0,68,76396056.0,12
